date,ndvi
2003-11-01,0.5408280514720107
2003-11-17,0.4150748504615854
2003-12-03,0.713335913330295
2003-12-19,0.6237243693198907
2004-01-01,0.499816191841895
2004-01-17,0.7750059519250286
2004-02-02,0.5482759457946303
2004-02-18,0.7004316657309214
2004-03-05,0.7444959139871555
2004-03-21,0.7800036978953222
2004-04-06,0.766642496934149
2004-04-22,0.7806996547609749
2004-05-08,0.7156064424350256
2004-05-24,0.7779739406918524
2004-06-09,0.7371338935176084
2004-06-25,0.7193578464096957
2004-07-11,0.7222485893921926
2004-07-27,0.6933343442551112
2004-08-12,0.6294791605764198
2004-08-28,0.6064927317393278
2004-09-13,0.5674373713348959
2004-09-29,0.5587639792982931
2004-10-15,0.5753295901115716
2004-10-31,0.6204182148252089
2004-11-16,0.5574086287320064
2004-12-02,0.5035310410614263
2004-12-18,0.731496176633861
2005-01-01,0.7042309715673682
2005-01-17,0.6288545241342172
2005-02-02,0.7155135262312964
2005-02-18,0.7171944315440797
2005-03-06,0.7845942260115346
2005-03-22,0.7507680503865786
2005-04-07,0.7523846872436074
2005-04-23,0.7648680419772631
2005-05-09,0.7283890843821988
2005-05-25,0.7598731673785452
2005-06-10,0.7389539471512662
2005-06-26,0.732848909362122
2005-07-12,0.7107028608565121
2005-07-28,0.655907089955614
2005-08-13,0.6340990425381551
2005-08-29,0.5517391498054681
2005-09-14,0.4623157819719216
2005-09-30,0.6090380607863902
2005-10-16,0.6138142355822043
2005-11-01,0.6023522073353541
2005-11-17,0.5240549112955885
2005-12-03,0.14733228572037732
2005-12-19,0.6843940508745063
2006-01-01,0.6725236469290435
2006-01-17,0.728228197792635
2006-02-02,0.6619073980016884
2006-02-18,0.583879756374328
2006-03-06,0.5868633078853883
2006-03-22,0.7727526977523934
2006-04-07,0.7981348914100083
2006-04-23,0.7959084769920937
2006-05-09,0.7751912350981436
2006-05-25,0.7390012249194362
2006-06-10,0.7104941107212841
2006-06-26,0.6775701831772577
2006-07-12,0.6652466919199707
2006-07-28,0.4697110667585832
2006-08-13,0.598411461430279
2006-08-29,0.5826666021515065
2006-09-14,0.5678247637931764
2006-09-30,0.5806813393252684
2006-10-16,0.40721172098247127
2006-11-01,0.6255503923335259
2006-11-17,0.6657743277187169
2006-12-03,0.5661708058696858
2006-12-19,0.7421179239733059
2007-01-01,0.2904894643728743
2007-01-17,0.7568340665683831
2007-02-02,0.6685295388626861
2007-02-18,0.7741064339067054
2007-03-06,0.7525818173060149
2007-03-22,0.7680924553585887
2007-04-07,0.7568027182440513
2007-04-23,0.7755862153921965
2007-05-09,0.7441193265154162
2007-05-25,0.7134185097708494
2007-06-10,0.7035156421232679
2007-06-26,0.6755406289162169
2007-07-12,0.6642736579938395
2007-07-28,0.6376769503991337
2007-08-13,0.6159108177790208
2007-08-29,0.5628896857866867
2007-09-14,0.5741423401078208
2007-09-30,0.5434756931826353
2007-10-16,0.5757231827374173
2007-11-01,0.6600922663272255
2007-11-17,0.6620816633330618
2007-12-03,0.7170552071233465
2007-12-19,0.7214311646429044
2008-01-01,0.6686375835539727
2008-01-17,0.7092008562875625
2008-02-02,0.7876806385816459
2008-02-18,0.7285482038015778
2008-03-05,0.6260179051287585
2008-03-21,0.6833720853084693
2008-04-06,0.7405925043964284
2008-04-22,0.7623857441235538
2008-05-08,0.7731887568315404
2008-05-24,0.7461171729566984
2008-06-09,0.7030617181879856
2008-06-25,0.6685517575840852
2008-07-11,0.6766176575705823
2008-07-27,0.6176299171884345
2008-08-12,0.6077830008473049
2008-08-28,0.5865613254114722
2008-09-13,0.5324117331520273
2008-09-29,0.47101551198742253
2008-10-15,0.6380220014071736
2008-10-31,0.5435632095622468
2008-11-16,0.5904482192393065
2008-12-02,0.5810477284302933
2008-12-18,0.3436860187891221
2009-01-01,0.6419258275248598
2009-01-17,0.5275108469934782
2009-02-02,0.6279433049134973
2009-02-18,0.7353907473256222
2009-03-06,0.7833732016497572
2009-03-22,0.7082213219843512
2009-04-07,0.7693193406503162
2009-04-23,0.7701403069721384
2009-05-09,0.7394059018343007
2009-05-25,0.7379139786270827
2009-06-10,0.7430760723770095
2009-06-26,0.7226865755557832
2009-07-12,0.6911073191147292
2009-07-28,0.6986476222175376
2009-08-13,0.6507133443727705
2009-08-29,0.6296004869828623
2009-09-14,0.6686729130292993
2009-09-30,0.6866057611959866
2009-10-16,0.5159243535651935
2009-11-01,0.717691889194305
2009-11-17,0.719910457384217
2009-12-03,0.676041878880675
2009-12-19,0.7628392216814819
2010-01-01,0.747938685866198
2010-01-17,0.6931203711000578
2010-02-02,0.7147515204494115
2010-02-18,0.6140039719860492
2010-03-06,0.7470256464742911
2010-03-22,0.7920471650837946
2010-04-07,0.7913881172075442
2010-04-23,0.7698024440743579
2010-05-09,0.7731118953480388
2010-05-25,0.7170316658098873
2010-06-10,0.7425987204361449
2010-06-26,0.7207299061332051
2010-07-12,0.6738645075013695
2010-07-28,0.6720413479799339
2010-08-13,0.6455332237286292
2010-08-29,0.5906822848632596
2010-09-14,0.46949283794849733
2010-09-30,0.6157829687871387
2010-10-16,0.5923855637653807
2010-11-01,0.19969245971050145
2010-11-17,0.6846948217498512
2010-12-03,0.6528098939591628
2010-12-19,0.7495124478529589
2011-01-01,0.6783307015888382
2011-01-17,0.7698428164311822
2011-02-02,0.6353372094455956
2011-02-18,0.6705427643917381
2011-03-06,0.7446183860312438
2011-03-22,0.7645084741493205
2011-04-07,0.7434484116754111
2011-04-23,0.7801659855855613
2011-05-09,0.7762384635126104
2011-05-25,0.7423097623994275
2011-06-10,0.7419922426243868
2011-06-26,0.6776384090261216
2011-07-12,0.6961376090223313
2011-07-28,0.66057455315157
2011-08-13,0.6398412986262302
2011-08-29,0.6121450487180287
2011-09-14,0.5802491926128962
2011-09-30,0.5522404972800191
2011-10-16,0.6583570099236483
2011-11-01,0.5900822475100619
2011-11-17,0.343344307353855
2011-12-03,0.4696655176879445
2011-12-19,0.5350914764314719
2012-01-01,0.6622832436646131
2012-01-17,0.7006306997161451
2012-02-02,0.7317843189465322
2012-02-18,0.6843778079690839
2012-03-05,0.5908244938086771
2012-03-21,0.5168848242494886
2012-04-06,0.7695842926508792
2012-04-22,0.7656147783150099
2012-05-08,0.7621506360310468
2012-05-24,0.7669821187189525
2012-06-09,0.755575423119171
2012-06-25,0.7439877617819136
2012-07-11,0.7223484832619886
2012-07-27,0.6921216012154977
2012-08-12,0.6385486882575304
2012-08-28,0.6247728635176643
2012-09-13,0.5818003667177585
2012-09-29,0.5884129033480772
2012-10-15,0.5907587577554422
2012-10-31,0.6462024806596982
2012-11-16,0.7032232260499673
2012-12-02,0.7059358989585198
2012-12-18,0.7715991426683009
2013-01-01,0.6522746164117575
2013-01-17,0.515108416554998
2013-02-02,0.7013344593874306
2013-02-18,0.6921049052053553
2013-03-06,0.7455943404331616
2013-03-22,0.6197724163336283
2013-04-07,0.7408645619088909
2013-04-23,0.7755645071065401
2013-05-09,0.7227611537395504
2013-05-25,0.7582097774819198
2013-06-10,0.7562637818834801
2013-06-26,0.7557192531560718
2013-07-12,0.7213427959781084
2013-07-28,0.6917996798721391
2013-08-13,0.6759954135800864
2013-08-29,0.6016763201720831
2013-09-14,0.6044502475186931
2013-09-30,0.5120787584029618
2013-10-16,0.6847232746537546
2013-11-01,0.6725776682983302
2013-11-17,0.5120689689726052
2013-12-03,0.6431695502344886
2013-12-19,0.7428612534557405
2014-01-01,0.7716444829593789
2014-01-17,0.74257912724051
2014-02-02,0.7152888489847747
2014-02-18,0.7216413178149497
2014-03-06,0.7598804656462687
2014-03-22,0.49836670513081827
2014-04-07,0.7246364376417939
2014-04-23,0.7779800023531847
2014-05-09,0.7500008015831098
2014-05-25,0.7249703084961817
2014-06-10,0.7062477889146067
2014-06-26,0.6635013723092871
2014-07-12,0.662304086249743
2014-07-28,0.6649058535861198
2014-08-13,0.6405783656264489
2014-08-29,0.6073034764748669
2014-09-14,0.5852656236057587
2014-09-30,0.5527830020317941
2014-10-16,0.5209435233332464
2014-11-01,0.341346891377664
2014-11-17,0.6083492580920514
2014-12-03,0.7352843347686943
2014-12-19,0.7471767366751131
2015-01-01,0.7776030979226891
2015-01-17,0.7157099959175527
2015-02-02,0.5275342652891857
2015-02-18,0.7520237906171119
2015-03-06,0.6574022112038437
2015-03-22,0.7559203709187464
2015-04-07,0.7480285536048343
2015-04-23,0.7556093246123374
2015-05-09,0.7600905015046973
2015-05-25,0.7672787804344546
2015-06-10,0.7469518965641142
2015-06-26,0.7298613718434369
2015-07-12,0.7201343113263202
2015-07-28,0.7045842328736723
2015-08-13,0.5783860742011224
2015-08-29,0.6315738065287454
2015-09-14,0.6458886480164951
2015-09-30,0.6404010939939309
2015-10-16,0.5989494814702515
2015-11-01,0.6566026809128573
2015-11-17,0.42060413946021663
2015-12-03,0.6796813362750725
2015-12-19,0.7367472900121683
2016-01-01,0.7637213140902888
2016-01-17,0.6439733348231238
2016-02-02,0.7154933778385296
2016-02-18,0.5666822492496273
2016-03-05,0.7614786519568955
2016-03-21,0.7568512839464654
2016-04-06,0.7589891349993564
2016-04-22,0.7462583568454381
2016-05-08,0.7345644562524825
2016-05-24,0.7420180155231222
2016-06-09,0.7463443249953221
2016-06-25,0.7349887415121503
2016-07-11,0.6919447005572628
2016-07-27,0.6735815544284488
2016-08-12,0.642400562711185
2016-08-28,0.6063676019390879
2016-09-13,0.5820339725625002
2016-09-29,0.59756339487148
2016-10-15,0.6242919473707902
2016-10-31,0.6319271254590777
2016-11-16,0.5998712625661625
2016-12-02,0.7374263384900634
2016-12-18,0.7754106733334852
2017-01-01,0.5969578785325613
2017-01-17,0.6969355188775724
2017-02-02,0.5662576790019345
2017-02-18,0.6650658875888472
2017-03-06,0.7728022765086646
2017-03-22,0.7623264716682111
2017-04-07,0.7514721211589995
2017-04-23,0.7370421319536408
2017-05-09,0.7621619200248908
2017-05-25,0.7732947456073236
2017-06-10,0.7728092844186802
2017-06-26,0.7422261399323588
2017-07-12,0.7097087840116115
2017-07-28,0.6707996959811873
2017-08-13,0.6299842789108075
2017-08-29,0.5963459412698829
2017-09-14,0.535893105958848
2017-09-30,0.5807987025108802
2017-10-16,0.6052476556990899
2017-11-01,0.6696314170832682
2017-11-17,0.5625983156150878
2017-12-03,0.6811805630419514
2017-12-19,0.7317601116102624
2018-01-01,0.6957586187015362
2018-01-17,0.7314676612468292
2018-02-02,0.7005743167275904
2018-02-18,0.7611138132724357
2018-03-06,0.7468600385037858
2018-03-22,0.6967228688478643
2018-04-07,0.7131280843103398
2018-04-23,0.7776268378332077
2018-05-09,0.7636146574971444
2018-05-25,0.7504225750156558
2018-06-10,0.7398841734123317
2018-06-26,0.7168464599180815
2018-07-12,0.6859522575173598
2018-07-28,0.682182346772545
2018-08-13,0.6588602408934525
2018-08-29,0.6263412060781659
2018-09-14,0.6969190490291541
2018-09-30,0.6437975334203544
2018-10-16,0.6534421691465925
2018-11-01,0.5457382017645334
2018-11-17,0.7117530028892989
2018-12-03,0.7532999748099094
2018-12-19,0.7340854541836468
2019-01-01,0.7474022091518963
2019-01-17,0.7438270967950807
2019-02-02,0.6979713014926936
2019-02-18,0.7469973915185866
2019-03-06,0.7423214169013936
2019-03-22,0.7946360790575259
2019-04-07,0.69929678813995
2019-04-23,0.7855039837519721
2019-05-09,0.7802636823864141
2019-05-25,0.7654216207914126
2019-06-10,0.7417496193447575
2019-06-26,0.7368509220456287
2019-07-12,0.6882692511424408
2019-07-28,0.6664390142209737
2019-08-13,0.6233179140519078
2019-08-29,0.6131408245148138
2019-09-14,0.5750937002564029
2019-09-30,0.46232366363990307
2019-10-16,0.6213289361157767
2019-11-01,0.6640378673512336
2019-11-17,0.6632070901936756
2019-12-03,0.650886291063203
2019-12-19,0.6675885178987827
2020-01-01,0.6694185965380526
2020-01-17,0.7621698882115912
2020-02-02,0.7514452468435354
2020-02-18,0.6900922447564656
2020-03-05,0.7963698515203715
2020-03-21,0.7792002997546535
2020-04-06,0.7946466026884755
2020-04-22,0.7783075502479935
2020-05-08,0.7740319200012014
2020-05-24,0.7575330822216905
2020-06-09,0.7264727891317628
2020-06-25,0.7121290343493881
2020-07-11,0.7114741375539045
2020-07-27,0.6714966516868316
2020-08-12,0.6490834476365109
2020-08-28,0.6390390954769114
2020-09-13,0.5966253152911996
2020-09-29,0.5806038829914508
2020-10-15,0.42938869501428073
2020-10-31,0.5007867751228982
2020-11-16,0.7259474780815182
2020-12-02,0.6660935932676912
2020-12-18,0.7121524405346749
2021-01-01,0.737118369595001
2021-01-17,0.7785367122632167
2021-02-02,0.44207233120836054
2021-02-18,0.6497269523698933
2021-03-06,0.6760886274063882
2021-03-22,0.7462780367328701
2021-04-07,0.761812639443954
2021-04-23,0.7258990564361578
2021-05-09,0.71208630912475
2021-05-25,0.6890716983754349
2021-06-10,0.6861755121927341
2021-06-26,0.668416442363956
2021-07-12,0.6292608047891259
2021-07-28,0.6091195461986207
2021-08-13,0.5596643305387297
2021-08-29,0.5794897528287573
2021-09-14,0.5359148080061976
2021-09-30,0.49220836541324114
2021-10-16,0.35613930015658946
2021-11-01,0.6157064957513321
2021-11-17,0.7109467453728964
2021-12-03,0.5688898816694722
2021-12-19,0.6936274200846351
2022-01-01,0.7968152601435408
2022-01-17,0.6963138286434731
2022-02-02,0.6683759981490395
2022-02-18,0.7272146585345819
2022-03-06,0.7533844585582878
2022-03-22,0.7305775112151363
2022-04-07,0.764040771765577
2022-04-23,0.7486200191255471
2022-05-09,0.7214275741904623
2022-05-25,0.6969702130263782
2022-06-10,0.6728346958114109
2022-06-26,0.646540364064503
2022-07-12,0.6117813259800268
2022-07-28,0.5863877301955438
2022-08-13,0.5481394794882064
2022-08-29,0.5258981491176749
2022-09-14,0.31578292898831267
2022-09-30,0.32211094546692165
2022-10-16,0.3157251938116548
2022-11-01,0.6632707427449687
2022-11-17,0.6907634632741547
2022-12-03,0.6357135211154165
2022-12-19,0.4582544754262373
2023-01-01,0.36047865132340023
2023-01-17,0.5871418142967805
2023-02-02,0.74716647320015
2023-02-18,0.5654987298330902
2023-03-06,0.7683852809094363
2023-03-22,0.7290415567658406
2023-04-07,0.7450033929289178
2023-04-23,0.7484037839681809
2023-05-09,0.7266021264734064
2023-05-25,0.7295179823574329
2023-06-10,0.641968694511632
2023-06-26,0.6816839609939916
2023-07-12,0.656661356208183
2023-07-28,0.6623835636374553
2023-08-13,0.6338914545444495
2023-08-29,0.5645693933600718
2023-09-14,0.6424457272722253
2023-09-30,0.6391682234798871
2023-10-16,0.7008041544763021
2023-11-01,0.6920419393760413
2023-11-17,0.7070922018924555
2023-12-03,0.6407306174099057
2023-12-19,0.7012465839789439
2024-01-01,0.485154653082722
2024-01-17,0.6975091066229623
2024-02-02,0.7619646335309852
2024-02-18,0.7368979060605569
2024-03-05,0.7577565329820234
2024-03-21,0.6785708622604295
2024-04-06,0.7913831230865579
2024-04-22,0.7728290432725374
2024-05-08,0.7741074344049804
2024-05-24,0.7410317048190543
2024-06-09,0.7343865371783428
2024-06-25,0.6891041281016834
2024-07-11,0.6829047899151038
2024-07-27,0.6459147742087817
2024-08-12,0.6313832236101807
2024-08-28,0.5827562263447708
2024-09-13,0.5233633264080221
2024-09-29,0.4946437772086976
2024-10-15,0.5638963069216009
2024-10-31,0.6146913823695939
2024-11-16,0.6927265413610422
2024-12-02,0.7696734116621421
2024-12-18,0.3495421740575823
2025-01-01,0.5826187586287509
2025-01-17,0.7434462813793782
2025-02-02,0.7046600661685083
2025-02-18,0.7233749019440635
2025-03-06,0.7458352547322314
2025-03-22,0.741318279427245
2025-04-07,0.7641590747246664
